	protein	scores	predict result
1082	allergen_1241	0.9999796152114868	allergenicity
1083	non-allergen_8709	0.051051970571279526	non-allergenicity
1084	non-allergen_17866	0.0008954991353675723	non-allergenicity
1085	allergen_1288	0.8877716660499573	allergenicity
1086	allergen_2085	0.6161832809448242	allergenicity
1087	allergen_1858	0.9999991655349731	allergenicity
1088	non-allergen_34438	0.6543856263160706	allergenicity
1089	allergen_982	0.9945684671401978	allergenicity
1090	non-allergen_24780	0.0011401685187593102	non-allergenicity
1091	allergen_1954	0.8945564031600952	allergenicity
1092	non-allergen_16504	0.10628845542669296	non-allergenicity
1093	non-allergen_2842	0.4530676007270813	non-allergenicity
1094	allergen_485	0.9999910593032837	allergenicity
1095	allergen_3492	0.9999904632568359	allergenicity
1096	non-allergen_39948	0.010302809067070484	non-allergenicity
1097	allergen_1733	0.9898450374603271	allergenicity
1098	allergen_1417	0.9999642372131348	allergenicity
1099	allergen_1189	0.9924417734146118	allergenicity
1100	non-allergen_15514	0.04036182910203934	non-allergenicity
1101	non-allergen_3314	0.9976159334182739	allergenicity
1102	allergen_706	0.9972280859947205	allergenicity
1103	allergen_2553	0.9857041835784912	allergenicity
1104	allergen_454	0.981238603591919	allergenicity
1105	non-allergen_2940	0.35360410809516907	non-allergenicity
1106	allergen_3309	0.9968344569206238	allergenicity
1107	non-allergen_33720	0.0011241940082982183	non-allergenicity
1108	non-allergen_39677	0.16773518919944763	non-allergenicity
1109	allergen_1969	1.0	allergenicity
1110	non-allergen_40488	4.748525680042803e-05	non-allergenicity
1111	non-allergen_2424	0.0027105864137411118	non-allergenicity
1112	non-allergen_30335	0.5812237858772278	allergenicity
1113	allergen_3240	0.9990980625152588	allergenicity
1114	non-allergen_40204	0.004321242216974497	non-allergenicity
1115	allergen_515	0.9999978542327881	allergenicity
1116	allergen_1312	0.9999895095825195	allergenicity
1117	allergen_220	0.9974519610404968	allergenicity
1118	allergen_2891	0.9937232136726379	allergenicity
1119	allergen_414	0.9270656108856201	allergenicity
1120	non-allergen_10880	0.00029070189339108765	non-allergenicity
1121	non-allergen_1849	0.09150154143571854	non-allergenicity
1122	allergen_1577	5.1367111154831946e-05	non-allergenicity
1123	non-allergen_25141	0.8906970620155334	allergenicity
1124	non-allergen_12877	0.9961605072021484	allergenicity
1125	allergen_1811	0.9993789196014404	allergenicity
1126	allergen_1152	0.10532142221927643	non-allergenicity
1127	non-allergen_6417	1.9448077637207462e-07	non-allergenicity
1128	non-allergen_7358	6.961564940866083e-05	non-allergenicity
1129	allergen_2281	0.017672279849648476	non-allergenicity
1130	non-allergen_13042	0.00963437557220459	non-allergenicity
1131	non-allergen_22544	0.7955727577209473	allergenicity
1132	allergen_2653	1.0	allergenicity
1133	allergen_2018	0.9932570457458496	allergenicity
1134	allergen_1038	0.9957387447357178	allergenicity
1135	non-allergen_3166	0.18240784108638763	non-allergenicity
1136	non-allergen_5225	0.42558780312538147	non-allergenicity
1137	non-allergen_41395	0.30256253480911255	non-allergenicity
1138	non-allergen_27539	0.0019884915091097355	non-allergenicity
1139	allergen_580	0.9990347623825073	allergenicity
1140	non-allergen_36748	0.00014229516091290861	non-allergenicity
1141	non-allergen_13868	0.09508603811264038	non-allergenicity
1142	non-allergen_2547	1.915215398184955e-05	non-allergenicity
1143	non-allergen_16685	0.15574058890342712	non-allergenicity
1144	non-allergen_16752	0.049967147409915924	non-allergenicity
1145	non-allergen_795	0.3452436327934265	non-allergenicity
1146	non-allergen_12688	0.0005604118341580033	non-allergenicity
1147	non-allergen_19010	0.01036782842129469	non-allergenicity
1148	allergen_2378	0.5477946996688843	allergenicity
1149	non-allergen_6065	0.08445001393556595	non-allergenicity
1150	non-allergen_34764	0.0820065438747406	non-allergenicity
1151	allergen_958	0.9898996949195862	allergenicity
1152	non-allergen_20959	0.011077449657022953	non-allergenicity
1153	non-allergen_33972	0.00440157949924469	non-allergenicity
1154	allergen_3511	0.8946369290351868	allergenicity
1155	non-allergen_39608	0.002702084369957447	non-allergenicity
1156	allergen_311	0.7261481285095215	allergenicity
1157	non-allergen_7269	0.0006422161823138595	non-allergenicity
1158	allergen_320	0.9907662868499756	allergenicity
1159	allergen_696	1.0	allergenicity
1160	non-allergen_37113	0.016702596098184586	non-allergenicity
1161	allergen_339	0.9819316864013672	allergenicity
1162	allergen_346	0.9999995231628418	allergenicity
1163	non-allergen_13585	0.0026581655256450176	non-allergenicity
1164	non-allergen_26227	0.03615979850292206	non-allergenicity
1165	non-allergen_40378	0.11064913123846054	non-allergenicity
1166	allergen_3384	0.9909137487411499	allergenicity
1167	allergen_641	0.9332395792007446	allergenicity
1168	non-allergen_36690	0.008324193768203259	non-allergenicity
1169	non-allergen_13929	9.287099601351656e-06	non-allergenicity
1170	non-allergen_14401	0.020604079589247704	non-allergenicity
1171	non-allergen_12988	0.08528673648834229	non-allergenicity
1172	allergen_3552	0.9239934086799622	allergenicity
1173	allergen_517	0.999886155128479	allergenicity
1174	allergen_113	0.9999517202377319	allergenicity
1175	allergen_455	0.9840173125267029	allergenicity
1176	non-allergen_21955	0.9994495511054993	allergenicity
1177	non-allergen_16562	0.01196559052914381	non-allergenicity
1178	allergen_1934	0.9995754361152649	allergenicity
1179	allergen_2196	0.956697404384613	allergenicity
1180	non-allergen_1688	0.059324052184820175	non-allergenicity
1181	non-allergen_2970	0.0045452117919921875	non-allergenicity
1182	non-allergen_23811	0.10837112367153168	non-allergenicity
1183	allergen_189	0.999994158744812	allergenicity
1184	allergen_2288	0.9692590832710266	allergenicity
1185	non-allergen_6932	0.0055342563427984715	non-allergenicity
1186	non-allergen_30684	0.10600758343935013	non-allergenicity
1187	non-allergen_20128	0.025486135855317116	non-allergenicity
1188	allergen_3526	0.9929317235946655	allergenicity
1189	non-allergen_28789	0.0069105857983231544	non-allergenicity
1190	allergen_2770	0.999967098236084	allergenicity
1191	allergen_1157	0.9133099913597107	allergenicity
1192	non-allergen_28040	0.04214879870414734	non-allergenicity
1193	non-allergen_23217	0.025495240464806557	non-allergenicity
1194	non-allergen_41372	0.008066610433161259	non-allergenicity
1195	non-allergen_14513	0.012753932736814022	non-allergenicity
1196	non-allergen_33731	0.00036214131978340447	non-allergenicity
1197	allergen_65	0.9999840259552002	allergenicity
1198	allergen_1850	0.9955590963363647	allergenicity
1199	non-allergen_13339	0.6085325479507446	allergenicity
1200	allergen_2015	0.9846453070640564	allergenicity
1201	allergen_669	0.9963163137435913	allergenicity
1202	non-allergen_17545	0.403329074382782	non-allergenicity
1203	non-allergen_32567	0.0024869260378181934	non-allergenicity
1204	allergen_589	0.9809885621070862	allergenicity
1205	allergen_2618	0.9990561604499817	allergenicity
1206	allergen_3076	0.9999998807907104	allergenicity
1207	non-allergen_7153	0.008933507837355137	non-allergenicity
1208	non-allergen_11709	0.03291165083646774	non-allergenicity
1209	non-allergen_41097	0.017413873225450516	non-allergenicity
1210	allergen_791	0.5720154047012329	allergenicity
1211	non-allergen_36104	0.9658560752868652	allergenicity
1212	non-allergen_17722	0.11498479545116425	non-allergenicity
1213	allergen_3081	0.9478821158409119	allergenicity
1214	non-allergen_26224	0.17626869678497314	non-allergenicity
1215	allergen_2361	0.9986839890480042	allergenicity
1216	allergen_1720	0.9994285702705383	allergenicity
1217	non-allergen_15832	0.23756060004234314	non-allergenicity
1218	allergen_2407	0.9806264042854309	allergenicity
1219	allergen_762	0.6540391445159912	allergenicity
1220	allergen_1250	0.9930106997489929	allergenicity
1221	non-allergen_5426	0.02327193319797516	non-allergenicity
1222	non-allergen_25838	0.0003670293081086129	non-allergenicity
1223	non-allergen_29298	0.6240928769111633	allergenicity
1224	allergen_2832	0.9848198890686035	allergenicity
1225	non-allergen_12493	0.0036790736485272646	non-allergenicity
1226	allergen_2753	0.9999810457229614	allergenicity
1227	allergen_692	0.9029708504676819	allergenicity
1228	allergen_1260	0.348359614610672	non-allergenicity
1229	non-allergen_20027	0.019458012655377388	non-allergenicity
1230	non-allergen_1359	0.0034595101606100798	non-allergenicity
1231	non-allergen_27783	0.16302390396595	non-allergenicity
1232	non-allergen_31398	3.959631430916488e-05	non-allergenicity
1233	allergen_3545	0.30260592699050903	non-allergenicity
1234	allergen_935	0.9996297359466553	allergenicity
1235	non-allergen_29608	0.009775434620678425	non-allergenicity
1236	allergen_191	0.988252580165863	allergenicity
1237	allergen_3409	0.996875524520874	allergenicity
1238	non-allergen_5997	0.41907912492752075	non-allergenicity
1239	non-allergen_28688	0.9988963603973389	allergenicity
1240	allergen_2466	0.9979064464569092	allergenicity
1241	allergen_1545	0.9999997615814209	allergenicity
1242	non-allergen_13165	0.026029452681541443	non-allergenicity
1243	non-allergen_39904	0.32551121711730957	non-allergenicity
1244	allergen_2934	0.999998927116394	allergenicity
1245	allergen_1800	0.9996527433395386	allergenicity
1246	non-allergen_8760	0.21483924984931946	non-allergenicity
1247	allergen_3203	0.9999500513076782	allergenicity
1248	allergen_199	0.993084192276001	allergenicity
1249	non-allergen_22232	0.005920103285461664	non-allergenicity
1250	non-allergen_10162	0.5555311441421509	allergenicity
1251	non-allergen_16295	0.2839277982711792	non-allergenicity
1252	non-allergen_4388	0.0977359339594841	non-allergenicity
1253	allergen_1781	1.0	allergenicity
1254	allergen_2202	0.9998689889907837	allergenicity
1255	non-allergen_6338	0.02354106493294239	non-allergenicity
1256	non-allergen_19868	0.062327682971954346	non-allergenicity
1257	non-allergen_18805	0.004531915299594402	non-allergenicity
1258	allergen_937	0.9806822538375854	allergenicity
1259	allergen_2395	0.9986628293991089	allergenicity
1260	non-allergen_23516	0.24524325132369995	non-allergenicity
1261	non-allergen_36467	0.9691540598869324	allergenicity
1262	allergen_2911	0.9454600214958191	allergenicity
1263	allergen_3528	0.9728270769119263	allergenicity
1264	allergen_160	0.9992414712905884	allergenicity
1265	non-allergen_20321	0.009915869683027267	non-allergenicity
1266	allergen_3491	0.9999428987503052	allergenicity
1267	allergen_3259	0.7356441020965576	allergenicity
1268	non-allergen_2716	0.5909619927406311	allergenicity
1269	non-allergen_12857	0.1546812802553177	non-allergenicity
1270	non-allergen_6939	0.0498836413025856	non-allergenicity
1271	non-allergen_9711	0.006891402881592512	non-allergenicity
1272	non-allergen_24773	0.9750062823295593	allergenicity
1273	non-allergen_10780	0.691325843334198	allergenicity
1274	allergen_3408	0.999529242515564	allergenicity
1275	non-allergen_40821	0.5435291528701782	allergenicity
1276	non-allergen_5240	0.6899407505989075	allergenicity
1277	non-allergen_8823	0.01111401803791523	non-allergenicity
1278	allergen_1043	0.6600930094718933	allergenicity
1279	non-allergen_13571	0.28573960065841675	non-allergenicity
1280	non-allergen_22054	0.8744253516197205	allergenicity
1281	non-allergen_12912	0.14750224351882935	non-allergenicity
1282	non-allergen_14947	0.12589742243289948	non-allergenicity
1283	allergen_2862	0.9905508756637573	allergenicity
1284	non-allergen_37395	0.08792013674974442	non-allergenicity
1285	allergen_1636	0.9999886751174927	allergenicity
1286	non-allergen_11657	0.003084148047491908	non-allergenicity
1287	non-allergen_39986	4.134975097258575e-05	non-allergenicity
1288	allergen_30	0.9996811151504517	allergenicity
1289	non-allergen_24642	0.07581593841314316	non-allergenicity
1290	non-allergen_26901	0.7019318342208862	allergenicity
1291	non-allergen_36052	0.4804879128932953	non-allergenicity
1292	allergen_1292	0.9995366334915161	allergenicity
1293	allergen_2657	0.9999872446060181	allergenicity
1294	allergen_3445	0.40572240948677063	non-allergenicity
1295	non-allergen_22071	8.271054684882984e-05	non-allergenicity
1296	allergen_2434	0.14667144417762756	non-allergenicity
1297	non-allergen_40031	0.9716880321502686	allergenicity
1298	non-allergen_4675	0.9342564940452576	allergenicity
1299	allergen_2429	0.999081015586853	allergenicity
1300	allergen_2762	0.9999920129776001	allergenicity
1301	allergen_604	0.9893178343772888	allergenicity
1302	allergen_209	0.9999970197677612	allergenicity
1303	non-allergen_40768	0.8205147385597229	allergenicity
1304	allergen_2100	0.9999635219573975	allergenicity
1305	allergen_2150	0.9639278054237366	allergenicity
1306	non-allergen_22893	0.6980361938476562	allergenicity
1307	allergen_1373	0.9689193367958069	allergenicity
1308	allergen_1749	0.9995276927947998	allergenicity
1309	non-allergen_36284	1.8781778635457158e-05	non-allergenicity
1310	allergen_743	0.6155059337615967	allergenicity
1311	non-allergen_34832	0.5279746055603027	allergenicity
1312	allergen_3256	0.07731305807828903	non-allergenicity
1313	allergen_1857	0.9999980926513672	allergenicity
1314	allergen_712	0.999830961227417	allergenicity
1315	non-allergen_33643	0.9997726082801819	allergenicity
1316	allergen_3284	0.9935021996498108	allergenicity
1317	allergen_513	0.9362497925758362	allergenicity
1318	allergen_621	0.8638985753059387	allergenicity
1319	allergen_2125	0.9446695446968079	allergenicity
1320	allergen_1764	0.9999997615814209	allergenicity
1321	allergen_3188	0.9999362230300903	allergenicity
1322	non-allergen_1932	0.1936199814081192	non-allergenicity
1323	allergen_655	0.9999991655349731	allergenicity
1324	allergen_2298	0.9998975992202759	allergenicity
1325	non-allergen_36234	0.002141712000593543	non-allergenicity
1326	allergen_3320	0.7747441530227661	allergenicity
1327	non-allergen_33917	0.0010216496884822845	non-allergenicity
1328	non-allergen_36973	0.05198861286044121	non-allergenicity
1329	allergen_1419	0.9999721050262451	allergenicity
1330	allergen_3132	0.9926285743713379	allergenicity
1331	allergen_2562	0.7896186113357544	allergenicity
1332	non-allergen_37508	0.00633362028747797	non-allergenicity
1333	allergen_1852	0.9959477782249451	allergenicity
1334	allergen_2237	1.0	allergenicity
1335	non-allergen_37185	0.0330570824444294	non-allergenicity
1336	non-allergen_13445	0.33661165833473206	non-allergenicity
1337	allergen_544	0.8415346741676331	allergenicity
1338	allergen_1567	0.9998171925544739	allergenicity
1339	allergen_656	0.9999046325683594	allergenicity
1340	allergen_2919	0.9999998807907104	allergenicity
1341	non-allergen_8346	0.0091120395809412	non-allergenicity
1342	allergen_496	0.9998819828033447	allergenicity
1343	non-allergen_21709	0.2014179825782776	non-allergenicity
1344	non-allergen_4252	0.38004788756370544	non-allergenicity
1345	non-allergen_20960	0.0009338061208836734	non-allergenicity
1346	allergen_1773	0.9999324083328247	allergenicity
1347	non-allergen_12854	0.09228595346212387	non-allergenicity
1348	allergen_129	0.984034538269043	allergenicity
1349	allergen_2999	0.9984523057937622	allergenicity
1350	non-allergen_16688	0.14772923290729523	non-allergenicity
1351	non-allergen_24022	0.03930095583200455	non-allergenicity
1352	allergen_2418	0.9999122619628906	allergenicity
1353	allergen_3461	1.3511961697076913e-05	non-allergenicity
1354	non-allergen_8664	0.4220312833786011	non-allergenicity
1355	allergen_2315	0.9685322642326355	allergenicity
1356	non-allergen_28650	0.00014382049266714603	non-allergenicity
1357	non-allergen_5646	0.00010261611168971285	non-allergenicity
1358	non-allergen_37437	0.0004676885437220335	non-allergenicity
1359	non-allergen_18065	0.033243659883737564	non-allergenicity
1360	non-allergen_3881	0.023471737280488014	non-allergenicity
1361	non-allergen_6962	0.6888541579246521	allergenicity
1362	allergen_2696	0.9989672899246216	allergenicity
1363	allergen_242	0.9965376853942871	allergenicity
1364	allergen_1482	0.9999996423721313	allergenicity
1365	allergen_48	0.9914066791534424	allergenicity
1366	allergen_1520	0.9877287149429321	allergenicity
1367	allergen_907	0.9999756813049316	allergenicity
1368	non-allergen_37428	0.030394677072763443	non-allergenicity
1369	allergen_1979	0.9999985694885254	allergenicity
1370	allergen_3164	0.9754619598388672	allergenicity
1371	allergen_301	0.9999648332595825	allergenicity
1372	non-allergen_1446	0.4195347726345062	non-allergenicity
1373	non-allergen_2614	0.053122628480196	non-allergenicity
1374	non-allergen_12062	0.0104624442756176	non-allergenicity
1375	non-allergen_12583	0.030308986082673073	non-allergenicity
1376	non-allergen_38046	6.858219421701506e-05	non-allergenicity
1377	allergen_3078	0.9998326301574707	allergenicity
1378	allergen_2577	0.9711799025535583	allergenicity
1379	non-allergen_23380	0.2743605077266693	non-allergenicity
1380	non-allergen_20110	0.02659492753446102	non-allergenicity
1381	allergen_854	0.8776456117630005	allergenicity
1382	allergen_2544	0.9993528723716736	allergenicity
1383	non-allergen_4902	0.017535695806145668	non-allergenicity
1384	non-allergen_26306	0.0007075044559314847	non-allergenicity
1385	non-allergen_21670	0.22182700037956238	non-allergenicity
1386	non-allergen_19752	0.9934043288230896	allergenicity
1387	allergen_1433	0.9992040991783142	allergenicity
1388	non-allergen_36933	0.08647431433200836	non-allergenicity
1389	allergen_2679	0.05703263357281685	non-allergenicity
1390	allergen_3411	0.9997422099113464	allergenicity
1391	allergen_158	0.99937504529953	allergenicity
1392	non-allergen_4107	0.16176611185073853	non-allergenicity
1393	allergen_2854	0.9999996423721313	allergenicity
1394	non-allergen_41031	0.00035138733801431954	non-allergenicity
1395	allergen_2191	0.9999874830245972	allergenicity
1396	non-allergen_25563	0.9886383414268494	allergenicity
1397	allergen_3308	0.9998574256896973	allergenicity
1398	non-allergen_34890	0.04992412030696869	non-allergenicity
1399	non-allergen_31619	0.019905537366867065	non-allergenicity
1400	non-allergen_21351	0.0069070556201040745	non-allergenicity
1401	allergen_2009	0.9999501705169678	allergenicity
1402	allergen_3510	0.9997089505195618	allergenicity
1403	non-allergen_24732	0.012425065971910954	non-allergenicity
1404	non-allergen_6391	0.0001158735976787284	non-allergenicity
1405	allergen_957	0.9999978542327881	allergenicity
1406	non-allergen_15471	1.334656190010719e-05	non-allergenicity
1407	allergen_1923	0.9925966262817383	allergenicity
1408	non-allergen_4254	0.09332026541233063	non-allergenicity
1409	non-allergen_32346	0.13201923668384552	non-allergenicity
1410	allergen_1150	0.9999927282333374	allergenicity
1411	allergen_3283	0.033842913806438446	non-allergenicity
1412	allergen_658	0.9999841451644897	allergenicity
1413	allergen_2409	0.9992963075637817	allergenicity
1414	non-allergen_23633	0.0003042200405616313	non-allergenicity
1415	allergen_606	0.055277660489082336	non-allergenicity
1416	non-allergen_4950	0.012976688332855701	non-allergenicity
1417	allergen_3202	0.9896559715270996	allergenicity
1418	allergen_2761	0.999853253364563	allergenicity
1419	allergen_2771	0.12292424589395523	non-allergenicity
